OnHold	Id	Prewords	Keywords	Paraphrase	Example	Origin	References	Comment
	79900		raise the roof	get very angry	She raised the roof when she found out what they had done.	Alludes to the historical practice in medieval churches of hauling a heretic over hot coals.		
	80000		rake (one) over the coals	subject (one) to severe criticism	Andy made a serious miscalculation and his manager is raking him over the coals.			
	80100	a	rare bird	a unique individual	Andy’s a rare bird. You will not find a nicer, more generous person.			
**	80200		raring to go	eager to start		From \		
	80300		rats from a sinking ship	deserters from a lost cause	After that debate performance, his supporters are disappearing like rats from a sinking ship.			
	80400		rattle (one’s) cage	provoke (one)	You’re certainly feisty this morning. Who rattled your cage?			Usually used humorously.
	80500		read (one) the riot act	forcefully declare the rules to (one)	Andy really hadn’t done anything wrong, but the supervisor read her the riot act anyway.	Alludes to the Riot Act in historic Great Britain, which authorized local officials to declare an assembly of people illegal after first reading them the Act.		
	80600		read between the lines	understand the hidden meaning	I can read between the lines. Whatever her stated reasons, she really just doesn’t want to come.			
	80700		read the tea leaves	look into the future	When I read the tea leaves, I don’t see this working out very well.	Alludes to the practice in some cultures of interpreting the future based on the tea leaves remaining after drinking.		
	80800		ready for prime time	fully prepared	Her campaign speech is improving, but it’s not quite ready for prime time.	Alludes to television, where the phrase refers to prime viewing time during which only the best shows are aired.		Often used negatively, as shown.
	80900		rearrange the deck chairs	attend to insignificant details	Until we deal with the fundamental problem, we’re just rearranging the deck chairs.	Alludes to the sinking of the Titanic or other ship, during which rearranging deck chairs is obviously futile.		Implies diversion of attention from an actual crisis. Often followed by \
	81000	the	red carpet	a luxurious welcome	He’s an important client so they’re rolling out the red carpet for him.	Alludes to the practice of greeting dignitaries by rolling out a carpet on which they enter.		
	81100	a	red flag	a sign of trouble	There are so many red flags in this proposal, it’s difficult to identify the worst.			
	81200	a	red herring	false clue	The wobbly wheel was a red herring. The brakes were the real problem. 	Alludes either to the practice of dragging a smoked herring along a trail to train hunting dogs to follow the trail or to the possibly related practice of dragging a smoked herring across a trail to distract dogs from the trail of a poacher.		
	81300		red ink	financial loss	We’re awash in red ink this quarter. 	Alludes to the accounting practice of using red ink for negative amounts.		
**	81400		red light district	area of sex trades		from railroad men visiting brothels and hanging their lanterns outside		
	81500		red tape	unnecessary bureaucratic obstacles	There’s a huge amount of red tape involved in starting your own business.	Alludes to the historical practice, initially in Spain, of wrapping important documents in red ribbon or tape.		
	81600	a	red-letter day	a notable day	It’s a red-letter day! I finally got one of my articles published.	Alludes to the historical use, initially in the Roman Republic, of red to indicate important days in the calendar.		Implies a day that marks a significant achievement.
	81700		reinvent the wheel	repeat others’ work	This problem has already been solved. We don’t need to reinvent the wheel here.			
	81800		reverse field	change intentions	Andy has apparently reversed field. He no longer wants to go to law school.	Alludes to the action of an athlete, particularly in field sports like American football, of drastically changing direction to evade opponents.		
	81900		ride herd on	manage	I can’t go out this Saturday. I have to ride herd on a bunch of first graders.			
	82000		ride shotgun	serve as primary assistant	Andy’s in charge here. I’m just riding shotgun.	Alludes to the historical practice of a man with a shotgun riding alongside a stagecoach driver to provide protection.		
	82100		riding for a fall	heading for disaster	She doesn’t really care for Andy, but he thinks she does. He’s definitely riding for a fall.			
	82200		right out of the gate	from the start	He was really enthusiastic about this project right out of the gate.	Alludes to to horse racing, where the horses begin behind a gate that releases, freeing them to start the race.		
	82300		right up (one’s) alley	in (one’s) area of expertise	I’ll take this on. This kind of challenge is right up my alley.			
	82400		ring a bell	evoke a memory	Here’s a picture of her from that trip. Does this ring a bell?			
	82500		rinse and repeat	repeat the process	My approach is to read the chapter,  study the vocabulary, do the exercises, then rinse and repeat.	Alludes to the instructions, commonly used on shampoo, to wash and rinse, then wash and rinse again.		
